cidade,semana,tmedia,tmax,tmin,chuva,mes,ano
João Pessoa,1992-08-30T00:00:00Z,26.18095238095238,28.6,20.6,28.099999999999998,8,1992
João Pessoa,1992-09-06T00:00:00Z,26.961904761904762,29,20.4,2.9,9,1992
João Pessoa,1992-09-13T00:00:00Z,26.51904761904762,28.8,22.2,5.5,9,1992
João Pessoa,1992-09-20T00:00:00Z,27.022222222222222,29.4,22.8,1.4,9,1992
João Pessoa,1992-09-27T00:00:00Z,27.138095238095236,29.6,20.4,0.4,9,1992
João Pessoa,1992-10-04T00:00:00Z,27.14761904761905,29.6,19.8,9.5,10,1992
João Pessoa,1992-10-11T00:00:00Z,27.50952380952381,29.8,20.1,0.3,10,1992
João Pessoa,1992-10-18T00:00:00Z,27.21904761904762,29.8,21.4,2.2,10,1992
João Pessoa,1992-10-25T00:00:00Z,27.36190476190476,29.8,23,5,10,1992
João Pessoa,1992-11-01T00:00:00Z,27.376190476190477,29.4,22,2.1,11,1992
João Pessoa,1992-11-08T00:00:00Z,27.39047619047619,29.6,23,2.6,11,1992
João Pessoa,1992-11-15T00:00:00Z,27.733333333333334,29.6,24,4.1,11,1992
João Pessoa,1992-11-22T00:00:00Z,27.31904761904762,29.8,22.7,5.8999999999999995,11,1992
João Pessoa,1992-11-29T00:00:00Z,27.847619047619048,30,24,1.6,11,1992
João Pessoa,1992-12-06T00:00:00Z,27.7,30.2,25.4,2.2,12,1992
João Pessoa,1992-12-13T00:00:00Z,27.766666666666666,30,22.4,0.9,12,1992
João Pessoa,1992-12-20T00:00:00Z,27.79047619047619,30,23,0.3,12,1992
João Pessoa,1992-12-27T00:00:00Z,27.538095238095238,30.4,20.6,6.2,12,1992
João Pessoa,1993-01-03T00:00:00Z,27.8,30,23,0.6,1,1993
João Pessoa,1993-01-10T00:00:00Z,27.876190476190477,30.6,25.2,2.4,1,1993
João Pessoa,1993-01-17T00:00:00Z,27.952380952380953,30,23.8,8.399999999999999,1,1993
João Pessoa,1993-01-24T00:00:00Z,28.1,30.4,22.6,3.2,1,1993
João Pessoa,1993-01-31T00:00:00Z,27.419999999999998,30.6,23.6,3.6,1,1993
João Pessoa,1993-02-07T00:00:00Z,28.090476190476192,30.8,22.8,0.4,2,1993
João Pessoa,1993-02-14T00:00:00Z,28.176190476190477,30.8,23,0.5,2,1993
João Pessoa,1993-02-21T00:00:00Z,28.65,31,25.4,0,2,1993
João Pessoa,1993-02-28T00:00:00Z,28.757142857142856,31,23.8,0,2,1993
João Pessoa,1993-03-07T00:00:00Z,28.685714285714287,31.2,23,2.4,3,1993
João Pessoa,1993-03-14T00:00:00Z,28.571428571428573,31,24,3.6,3,1993
João Pessoa,1993-03-21T00:00:00Z,28.33809523809524,31,22.8,5.1,3,1993
João Pessoa,1993-03-28T00:00:00Z,28.25238095238095,31,23.4,91.1,3,1993
João Pessoa,1993-04-04T00:00:00Z,28.55238095238095,31,24.4,24.6,4,1993
João Pessoa,1993-04-11T00:00:00Z,28.20952380952381,31.2,22.8,28.599999999999998,4,1993
João Pessoa,1993-04-18T00:00:00Z,27.847619047619048,30,23.2,99.8,4,1993
João Pessoa,1993-04-25T00:00:00Z,27.823809523809523,30.4,23.2,18.8,4,1993
João Pessoa,1993-05-02T00:00:00Z,28.2,30.6,23,5.300000000000001,5,1993
João Pessoa,1993-05-09T00:00:00Z,27.895238095238096,30.4,23,29.4,5,1993
João Pessoa,1993-05-16T00:00:00Z,28.15714285714286,30.4,22.6,4.4,5,1993
João Pessoa,1993-05-23T00:00:00Z,27.014285714285716,30.2,22,18.5,5,1993
João Pessoa,1993-05-30T00:00:00Z,27.1,29.6,21.8,30.2,5,1993
João Pessoa,1993-06-06T00:00:00Z,26.461904761904762,29.8,22,74.2,6,1993
João Pessoa,1993-06-13T00:00:00Z,25.785714285714285,29,21.6,74.6,6,1993
João Pessoa,1993-06-20T00:00:00Z,25.79047619047619,28.7,21.4,84.7,6,1993
João Pessoa,1993-06-27T00:00:00Z,26.788888888888888,29.4,21.6,0,6,1993
João Pessoa,1993-07-04T00:00:00Z,25.623809523809523,29,20.4,67.2,7,1993
João Pessoa,1993-07-11T00:00:00Z,25.52857142857143,28.8,20.4,81,7,1993
João Pessoa,1993-07-18T00:00:00Z,25.261904761904763,28.4,20,141.79999999999998,7,1993
João Pessoa,1993-07-25T00:00:00Z,25.642857142857142,28.6,20.3,17.2,7,1993
João Pessoa,1993-08-01T00:00:00Z,25.988888888888887,28.6,20.5,18.8,8,1993
João Pessoa,1993-08-08T00:00:00Z,26.795238095238094,29.2,19.8,2,8,1993
João Pessoa,1993-08-15T00:00:00Z,26.766666666666666,29.4,22,4.4,8,1993
João Pessoa,1993-08-22T00:00:00Z,26.747619047619047,29.6,21.2,11.2,8,1993
João Pessoa,1993-08-29T00:00:00Z,26.96,29.8,21,2.5,8,1993
João Pessoa,1993-09-05T00:00:00Z,26.876190476190477,29.6,19,10.6,9,1993
João Pessoa,1993-09-12T00:00:00Z,27.114285714285714,29.8,21.2,4,9,1993
João Pessoa,1993-09-19T00:00:00Z,27.485714285714284,29.9,22.3,0,9,1993
João Pessoa,1993-09-26T00:00:00Z,27.085714285714285,29.8,22.4,39.699999999999996,9,1993
João Pessoa,1993-10-03T00:00:00Z,27.542857142857144,29.9,22.8,13.4,10,1993
João Pessoa,1993-10-10T00:00:00Z,27.785714285714285,30.1,23.2,2.8,10,1993
João Pessoa,1993-10-17T00:00:00Z,27.619047619047617,30.2,23.8,28.6,10,1993
João Pessoa,1993-10-24T00:00:00Z,27.833333333333332,30.2,24.6,7.2,10,1993
João Pessoa,1993-10-31T00:00:00Z,28.080952380952382,30.4,22.7,3,10,1993
João Pessoa,1993-11-07T00:00:00Z,27.79047619047619,31,25,9.2,11,1993
João Pessoa,1993-11-14T00:00:00Z,27.876190476190477,30.3,25.2,0.4,11,1993
João Pessoa,1993-11-21T00:00:00Z,27.90952380952381,30.4,24,14.200000000000001,11,1993
João Pessoa,1993-11-28T00:00:00Z,28.04285714285714,30.8,24.4,1.7000000000000002,11,1993
João Pessoa,1993-12-05T00:00:00Z,28.166666666666668,31.2,25.4,0.5,12,1993
João Pessoa,1993-12-12T00:00:00Z,28.2,30.9,23,5.3,12,1993
João Pessoa,1993-12-19T00:00:00Z,28.557142857142857,31,23.1,8.9,12,1993
João Pessoa,1993-12-26T00:00:00Z,28.538095238095238,31.2,24.4,6.800000000000001,12,1993
João Pessoa,1994-01-02T00:00:00Z,28.17142857142857,31,23.8,36.3,1,1994
João Pessoa,1994-01-09T00:00:00Z,28.195238095238096,30.8,23.2,7.1,1,1994
João Pessoa,1994-01-16T00:00:00Z,27.757142857142856,31,23,132.20000000000002,1,1994
João Pessoa,1994-01-23T00:00:00Z,28.89047619047619,30.6,24,0.6,1,1994
João Pessoa,1994-01-30T00:00:00Z,28.973333333333333,30.8,23.6,1.5,1,1994
João Pessoa,1994-02-06T00:00:00Z,28.28095238095238,31.2,23.8,19.3,2,1994
João Pessoa,1994-02-13T00:00:00Z,28.52857142857143,30.8,23.4,29.1,2,1994
João Pessoa,1994-02-20T00:00:00Z,28.9,31.4,26.6,0,2,1994
João Pessoa,1994-02-27T00:00:00Z,29.066666666666666,31.6,24.8,4.1,2,1994
João Pessoa,1994-03-06T00:00:00Z,29.023809523809522,31.6,24,7.6,3,1994
João Pessoa,1994-03-13T00:00:00Z,29.333333333333332,31.8,25,0,3,1994
João Pessoa,1994-06-26T00:00:00Z,25.85,29.4,21.7,55.4,6,1994
João Pessoa,1994-07-03T00:00:00Z,26.147619047619045,29.2,18.9,93.6,7,1994
João Pessoa,1994-07-10T00:00:00Z,25.666666666666668,29,19.3,109.60000000000001,7,1994
João Pessoa,1994-07-17T00:00:00Z,25.957142857142856,28.8,19.6,105.9,7,1994
João Pessoa,1994-07-24T00:00:00Z,25.714285714285715,29,20.5,33.300000000000004,7,1994
João Pessoa,1994-07-31T00:00:00Z,26.18095238095238,29.4,19.9,8.3,7,1994
João Pessoa,1994-08-07T00:00:00Z,26.304761904761904,29.8,20.3,4,8,1994
João Pessoa,1994-08-14T00:00:00Z,25.595238095238095,29.4,20.3,56.199999999999996,8,1994
João Pessoa,1994-08-21T00:00:00Z,26.438095238095237,29.6,21.3,17.8,8,1994
João Pessoa,1994-08-28T00:00:00Z,26.71666666666667,29.2,23.3,16.4,8,1994
João Pessoa,1994-09-11T00:00:00Z,26.208333333333332,29,21.9,26.2,9,1994
João Pessoa,1994-09-18T00:00:00Z,26.53333333333333,29,22,13.7,9,1994
João Pessoa,1994-09-25T00:00:00Z,27.17142857142857,29.6,22.1,1.5,9,1994
João Pessoa,1994-10-02T00:00:00Z,27.63809523809524,29.6,24.2,2.2,10,1994
João Pessoa,1994-10-09T00:00:00Z,27.647619047619045,29.8,22.3,21.599999999999998,10,1994
João Pessoa,1994-10-16T00:00:00Z,27.666666666666668,30,24.8,0.5,10,1994
João Pessoa,1994-10-23T00:00:00Z,27.538095238095238,30,24,0,10,1994
João Pessoa,1994-10-30T00:00:00Z,27.32857142857143,30.4,21.8,5.2,10,1994
João Pessoa,1994-11-06T00:00:00Z,27.57142857142857,30.6,22,2.8,11,1994
João Pessoa,1994-11-13T00:00:00Z,27.676190476190477,30,25,5.2,11,1994
João Pessoa,1994-11-20T00:00:00Z,27.714285714285715,30.4,22.8,1.2,11,1994
João Pessoa,1994-11-27T00:00:00Z,27.59047619047619,30.6,24.2,21.6,11,1994
João Pessoa,1994-12-04T00:00:00Z,27.666666666666664,30,25.4,2.4,12,1994
João Pessoa,1994-12-11T00:00:00Z,27.80952380952381,30.4,25.7,0.3,12,1994
João Pessoa,1994-12-18T00:00:00Z,28.016666666666666,30.6,23.4,1.6,12,1994
João Pessoa,1994-12-25T00:00:00Z,27.304761904761904,30.4,24,40.7,12,1994
João Pessoa,1995-01-01T00:00:00Z,27.266666666666666,29.9,24,24.3,1,1995
João Pessoa,1995-01-08T00:00:00Z,27.54285714285714,30.2,23.1,2.8,1,1995
João Pessoa,1995-01-15T00:00:00Z,27.98095238095238,30.7,23.2,1.3,1,1995
João Pessoa,1995-01-22T00:00:00Z,27.866666666666667,30.7,23.7,0.2,1,1995
João Pessoa,1995-01-29T00:00:00Z,28.044444444444444,30.8,23.3,7.199999999999999,1,1995
João Pessoa,1995-02-05T00:00:00Z,27.65714285714286,30.6,24,36.5,2,1995
João Pessoa,1995-02-12T00:00:00Z,28.738095238095237,31.6,24.5,0.2,2,1995
João Pessoa,1995-02-19T00:00:00Z,29.133333333333333,31.4,23.7,0.2,2,1995
João Pessoa,1995-02-26T00:00:00Z,29.3,31.8,23.9,0,2,1995
João Pessoa,1995-03-05T00:00:00Z,28.942857142857143,31.6,23.3,13.2,3,1995
João Pessoa,1995-03-12T00:00:00Z,29.00952380952381,31.6,23.9,31,3,1995
João Pessoa,1995-03-19T00:00:00Z,29.252380952380953,31.6,24.1,1.4,3,1995
João Pessoa,1995-03-26T00:00:00Z,28.742857142857144,31.4,23.1,73.2,3,1995
João Pessoa,1995-04-02T00:00:00Z,28.538095238095238,31.4,24.4,95.8,4,1995
João Pessoa,1995-04-09T00:00:00Z,27.88095238095238,30.6,24,74,4,1995
João Pessoa,1995-04-16T00:00:00Z,28.33809523809524,30.8,23.2,30.2,4,1995
João Pessoa,1995-04-23T00:00:00Z,28.79047619047619,31,23.6,0.7,4,1995
João Pessoa,1995-04-30T00:00:00Z,27.576190476190476,30.4,23.1,128.6,4,1995
João Pessoa,1995-05-07T00:00:00Z,28.538095238095238,30.6,22.4,15.9,5,1995
João Pessoa,1995-05-14T00:00:00Z,28.16190476190476,30.8,22.9,93.5,5,1995
João Pessoa,1995-05-21T00:00:00Z,27.586666666666666,30.4,23.9,44.6,5,1995
João Pessoa,1995-05-28T00:00:00Z,26.08888888888889,30,22.2,108.2,5,1995
João Pessoa,1995-06-04T00:00:00Z,26.947619047619046,30.4,22.9,31.2,6,1995
João Pessoa,1995-06-11T00:00:00Z,26.155555555555555,30,22.3,57.7,6,1995
João Pessoa,1995-06-18T00:00:00Z,25.919047619047618,30,21.9,45.800000000000004,6,1995
João Pessoa,1995-06-25T00:00:00Z,25.18095238095238,29.8,21.8,168.1,6,1995
João Pessoa,1995-07-02T00:00:00Z,26.63888888888889,29.2,21.8,19.3,7,1995
João Pessoa,1995-07-09T00:00:00Z,26.085714285714285,29.2,20.4,29.099999999999998,7,1995
João Pessoa,1995-07-16T00:00:00Z,25.78095238095238,29.6,21.8,81.1,7,1995
João Pessoa,1995-07-23T00:00:00Z,25.25,28.8,21.2,146.8,7,1995
João Pessoa,1995-07-30T00:00:00Z,26.305555555555557,29,19.3,2,7,1995
João Pessoa,1995-08-06T00:00:00Z,26.461904761904762,29.4,20.3,3.9,8,1995
João Pessoa,1995-08-13T00:00:00Z,26.56190476190476,29.4,19.9,5.7,8,1995
João Pessoa,1995-08-20T00:00:00Z,26.647619047619045,29,20.3,1.5,8,1995
João Pessoa,1995-08-27T00:00:00Z,26.233333333333334,30.2,22.3,13.6,8,1995
João Pessoa,1995-09-03T00:00:00Z,26.885714285714286,28.8,21.7,5.1,9,1995
João Pessoa,1995-09-10T00:00:00Z,26.876190476190477,29.8,20.1,3.6,9,1995
João Pessoa,1995-09-17T00:00:00Z,26.695238095238096,29.4,20.3,7.8,9,1995
João Pessoa,1995-09-24T00:00:00Z,26.914285714285715,29.8,22.1,1.5,9,1995
João Pessoa,1995-10-01T00:00:00Z,26.96,29.2,20.1,1.8,10,1995
João Pessoa,1995-10-08T00:00:00Z,27.347619047619048,30,21.9,3.4,10,1995
João Pessoa,1995-10-15T00:00:00Z,27.257142857142856,29.7,21.1,3.6,10,1995
João Pessoa,1995-10-22T00:00:00Z,27.438095238095237,29.8,20.9,2,10,1995
João Pessoa,1995-10-29T00:00:00Z,26.71904761904762,29.4,22.1,41.1,10,1995
João Pessoa,1995-11-05T00:00:00Z,26.957142857142856,29.6,21.9,17.4,11,1995
João Pessoa,1995-11-12T00:00:00Z,27.333333333333332,29.6,22.7,4.4,11,1995
João Pessoa,1995-11-19T00:00:00Z,27.87142857142857,30.4,22.5,0,11,1995
João Pessoa,1995-11-26T00:00:00Z,28.038095238095238,30.6,22.6,0,11,1995
João Pessoa,1995-12-03T00:00:00Z,28.085714285714285,30,23.4,2.5,12,1995
João Pessoa,1995-12-10T00:00:00Z,28.257142857142856,30,23.2,0,12,1995
João Pessoa,1995-12-17T00:00:00Z,28.476190476190474,30.2,25.6,0.8,12,1995
João Pessoa,1995-12-24T00:00:00Z,28.733333333333334,30.3,24.6,0,12,1995
João Pessoa,1995-12-31T00:00:00Z,28.455555555555556,30.4,23.3,0.8,12,1995
João Pessoa,1996-01-07T00:00:00Z,28.714285714285715,30.6,23.4,1.4000000000000001,1,1996
João Pessoa,1996-01-14T00:00:00Z,28.35238095238095,30.8,24.2,14.2,1,1996
João Pessoa,1996-01-21T00:00:00Z,27.886666666666667,30.4,23,82.2,1,1996
João Pessoa,1996-01-28T00:00:00Z,28.86190476190476,30.9,24,1.2,1,1996
João Pessoa,1996-02-04T00:00:00Z,29.16190476190476,31,23.4,0.4,2,1996
João Pessoa,1996-02-11T00:00:00Z,28.514285714285716,31,23.4,3.2,2,1996
João Pessoa,1996-02-18T00:00:00Z,28.755555555555553,31.4,24,11.9,2,1996
João Pessoa,1996-02-25T00:00:00Z,28.695238095238096,31,24.1,19.9,2,1996
João Pessoa,1996-03-03T00:00:00Z,28,31,24,100.6,3,1996
João Pessoa,1996-03-10T00:00:00Z,28.29047619047619,30.8,23.9,69.7,3,1996
João Pessoa,1996-03-17T00:00:00Z,28.085714285714285,30.4,23.2,77.60000000000001,3,1996
João Pessoa,1996-03-24T00:00:00Z,28.483333333333334,30.6,23.8,32.2,3,1996
João Pessoa,1996-03-31T00:00:00Z,28.62857142857143,30.6,23.8,68.3,3,1996
João Pessoa,1996-04-07T00:00:00Z,27.876190476190477,31.4,23.1,79.3,4,1996
João Pessoa,1996-04-14T00:00:00Z,27.77777777777778,30.6,22.7,57.6,4,1996
João Pessoa,1996-04-21T00:00:00Z,26.44761904761905,30.2,21.3,140,4,1996
João Pessoa,1996-04-28T00:00:00Z,26.966666666666665,29.6,20.4,74.7,4,1996
João Pessoa,1996-05-05T00:00:00Z,27.89047619047619,30.8,23,11.8,5,1996
João Pessoa,1996-05-12T00:00:00Z,28.10952380952381,30.8,23.4,5,5,1996
João Pessoa,1996-05-19T00:00:00Z,27.885714285714286,30.6,21.1,7.5,5,1996
João Pessoa,1996-05-26T00:00:00Z,26.276190476190475,30.4,20.9,249,5,1996
João Pessoa,1996-06-02T00:00:00Z,25.590476190476192,30,21.1,116.3,6,1996
João Pessoa,1996-06-09T00:00:00Z,26.71904761904762,29.4,22,105.2,6,1996
João Pessoa,1996-06-16T00:00:00Z,27.442857142857143,30,22,34.4,6,1996
João Pessoa,1996-06-23T00:00:00Z,25.813333333333333,29.7,21,15.4,6,1996
João Pessoa,1996-06-30T00:00:00Z,25.723809523809525,28.9,20.2,53.4,6,1996
João Pessoa,1996-07-07T00:00:00Z,25.633333333333333,28.8,20.8,146,7,1996
João Pessoa,1996-07-14T00:00:00Z,26.252380952380953,29.2,22.3,56.599999999999994,7,1996
João Pessoa,1996-07-21T00:00:00Z,25.957142857142856,28.3,21.3,39.2,7,1996
João Pessoa,1996-07-28T00:00:00Z,25.83809523809524,28.8,21,51,7,1996
João Pessoa,1996-08-04T00:00:00Z,26.51111111111111,28.8,21.4,52.4,8,1996
João Pessoa,1996-08-11T00:00:00Z,26.523809523809526,29.4,22.1,4.7,8,1996
João Pessoa,1996-08-18T00:00:00Z,25.966666666666665,28.4,20.1,69.2,8,1996
João Pessoa,1996-08-25T00:00:00Z,26.41111111111111,28.6,21.3,32.199999999999996,8,1996
João Pessoa,1996-09-01T00:00:00Z,27.02857142857143,29,21.4,15.4,9,1996
João Pessoa,1996-09-08T00:00:00Z,26.34285714285714,29.2,21.4,30.5,9,1996
João Pessoa,1996-09-15T00:00:00Z,26.666666666666664,29,22,4.9,9,1996
João Pessoa,1996-09-22T00:00:00Z,26.62857142857143,29.4,21.4,17.8,9,1996
João Pessoa,1996-09-29T00:00:00Z,27.5,29.4,21.4,17.5,9,1996
João Pessoa,1996-10-06T00:00:00Z,27.63809523809524,29.6,22.3,4.2,10,1996
João Pessoa,1996-10-13T00:00:00Z,27.50952380952381,29.4,21.2,15.7,10,1996
João Pessoa,1996-10-20T00:00:00Z,27.561904761904763,29.8,21,43.7,10,1996
João Pessoa,1996-10-27T00:00:00Z,27.79047619047619,29.9,22.4,11,10,1996
João Pessoa,1996-11-03T00:00:00Z,28.047619047619047,30.4,21.2,9.6,11,1996
João Pessoa,1996-11-10T00:00:00Z,27.87142857142857,30.2,21,7.2,11,1996
João Pessoa,1996-11-17T00:00:00Z,28.347619047619048,30.4,22.8,1.9,11,1996
João Pessoa,1996-11-24T00:00:00Z,28.433333333333334,30.4,22.1,0,11,1996
João Pessoa,1996-12-01T00:00:00Z,27.933333333333334,30.2,20.5,12.4,12,1996
João Pessoa,1996-12-08T00:00:00Z,28.666666666666668,31,22.7,0,12,1996
João Pessoa,1996-12-15T00:00:00Z,28.9,31.2,24.4,8.7,12,1996
João Pessoa,1996-12-22T00:00:00Z,28.961904761904762,31,23.9,0.30000000000000004,12,1996
João Pessoa,1996-12-29T00:00:00Z,28.79047619047619,31,23.4,4.9,12,1996
João Pessoa,1997-01-05T00:00:00Z,29.114285714285714,31.2,24,1.5,1,1997
João Pessoa,1997-01-12T00:00:00Z,29.12857142857143,31,23.9,0,1,1997
João Pessoa,1997-01-19T00:00:00Z,28.82857142857143,31.2,24,10.299999999999999,1,1997
João Pessoa,1997-01-26T00:00:00Z,28.652380952380952,31.2,23.8,14.1,1,1997
João Pessoa,1997-02-02T00:00:00Z,28.704761904761906,31.4,25.1,7.2,2,1997
João Pessoa,1997-02-09T00:00:00Z,28.86190476190476,31.4,24.6,12.1,2,1997
João Pessoa,1997-02-16T00:00:00Z,27.55,31,22,112.89999999999999,2,1997
João Pessoa,1997-02-23T00:00:00Z,28.755555555555556,31.8,24.3,3.2,2,1997
João Pessoa,1997-03-02T00:00:00Z,28.485714285714284,31,24.9,29.7,3,1997
João Pessoa,1997-03-09T00:00:00Z,28.142857142857142,30.6,23.7,112.80000000000001,3,1997
João Pessoa,1997-03-16T00:00:00Z,28.60952380952381,30.9,23.3,6.6,3,1997
João Pessoa,1997-03-23T00:00:00Z,27.733333333333334,30.4,22.9,29.299999999999997,3,1997
João Pessoa,1997-03-30T00:00:00Z,26.876190476190477,30.4,22.2,174.1,3,1997
João Pessoa,1997-04-06T00:00:00Z,27.11904761904762,30.6,21.9,80.4,4,1997
João Pessoa,1997-04-13T00:00:00Z,26.761904761904763,31,21.8,71,4,1997
João Pessoa,1997-04-20T00:00:00Z,28.4,30.7,23.4,23.3,4,1997
João Pessoa,1997-04-27T00:00:00Z,28.276190476190475,31,23.7,64,4,1997
João Pessoa,1997-05-04T00:00:00Z,27.21904761904762,30.4,23,25.900000000000002,5,1997
João Pessoa,1997-05-11T00:00:00Z,26.572222222222223,30.4,21.9,37.400000000000006,5,1997
João Pessoa,1997-05-18T00:00:00Z,27.16190476190476,30,21.8,50.1,5,1997
João Pessoa,1997-05-25T00:00:00Z,26.62857142857143,30,22,77.9,5,1997
João Pessoa,1997-06-01T00:00:00Z,27.138095238095236,29.9,21,13.5,6,1997
João Pessoa,1997-06-08T00:00:00Z,27.590476190476192,29.8,21.1,15.6,6,1997
João Pessoa,1997-06-15T00:00:00Z,26.914285714285715,30.2,21.9,33,6,1997
João Pessoa,1997-06-22T00:00:00Z,25.766666666666666,29.2,19.9,31.6,6,1997
João Pessoa,1997-06-29T00:00:00Z,25.071428571428573,29.4,20.5,60.6,6,1997
João Pessoa,1997-07-06T00:00:00Z,25.785714285714285,29.4,20.2,16,7,1997
João Pessoa,1997-07-13T00:00:00Z,25.538095238095238,29.3,20,25.9,7,1997
João Pessoa,1997-07-20T00:00:00Z,25.485714285714288,29.2,19.9,43.3,7,1997
João Pessoa,1997-07-27T00:00:00Z,25.20952380952381,29.2,19.3,78.6,7,1997
João Pessoa,1997-08-03T00:00:00Z,25.947619047619046,29.2,20,16.1,8,1997
João Pessoa,1997-08-10T00:00:00Z,24.86190476190476,29,18.9,27.3,8,1997
João Pessoa,1997-08-17T00:00:00Z,25.571428571428573,29,21.6,25.2,8,1997
João Pessoa,1997-08-24T00:00:00Z,26.61904761904762,29.4,21.2,0,8,1997
João Pessoa,1997-08-31T00:00:00Z,26.123809523809523,29,19.9,5.6000000000000005,8,1997
João Pessoa,1997-09-07T00:00:00Z,26.714285714285715,29.8,20.3,0,9,1997
João Pessoa,1997-09-14T00:00:00Z,26.947619047619046,29.6,20,4.4,9,1997
João Pessoa,1997-09-21T00:00:00Z,27.53333333333333,30,21.9,1.6,9,1997
João Pessoa,1997-09-28T00:00:00Z,27.547619047619047,30,21.2,0,9,1997
João Pessoa,1997-10-05T00:00:00Z,27.857142857142858,30.9,21.4,6.7,10,1997
João Pessoa,1997-10-12T00:00:00Z,27.70952380952381,30.2,21.9,0.5,10,1997
João Pessoa,1997-10-19T00:00:00Z,28.04285714285714,30.4,22.9,0,10,1997
João Pessoa,1997-10-26T00:00:00Z,28,30.6,21.8,1,10,1997
João Pessoa,1997-11-02T00:00:00Z,27.952380952380953,30.9,22.2,3.6999999999999997,11,1997
João Pessoa,1997-11-09T00:00:00Z,28.042857142857144,30.6,22.7,0.9,11,1997
João Pessoa,1997-11-16T00:00:00Z,28.166666666666668,30.6,22,3.1,11,1997
João Pessoa,1997-11-23T00:00:00Z,28.36190476190476,30.6,24.2,0.2,11,1997
João Pessoa,1997-11-30T00:00:00Z,28.53333333333333,30.8,22.1,0,11,1997
João Pessoa,1997-12-07T00:00:00Z,28.52777777777778,30.9,23,0.3,12,1997
João Pessoa,1997-12-14T00:00:00Z,28.477777777777778,31.2,23,10.7,12,1997
João Pessoa,1997-12-21T00:00:00Z,28.372222222222224,31.2,23.6,73.5,12,1997
João Pessoa,1997-12-28T00:00:00Z,28.728571428571428,31.2,24.8,1.9,12,1997
João Pessoa,1998-01-04T00:00:00Z,29.066666666666666,31.6,22.8,2.2,1,1998
João Pessoa,1998-01-11T00:00:00Z,28.883333333333333,31.8,23.8,7.9,1,1998
João Pessoa,1998-01-18T00:00:00Z,29.533333333333335,31.9,24.9,0.2,1,1998
João Pessoa,1998-01-25T00:00:00Z,28.77777777777778,31.8,24.6,95.6,1,1998
João Pessoa,1998-02-01T00:00:00Z,29.457142857142856,32.2,24,8.5,2,1998
João Pessoa,1998-02-08T00:00:00Z,29.65714285714286,32,24.2,0,2,1998
João Pessoa,1998-02-15T00:00:00Z,29.666666666666668,32.1,24.7,0.8,2,1998
João Pessoa,1998-02-22T00:00:00Z,29.39047619047619,32.1,24.4,7.6,2,1998
João Pessoa,1998-03-01T00:00:00Z,29.590476190476192,32.6,24.8,0.5,3,1998
João Pessoa,1998-03-08T00:00:00Z,29.78095238095238,32.6,23.2,13.6,3,1998
João Pessoa,1998-03-15T00:00:00Z,29.86190476190476,32.4,23.8,24.2,3,1998
João Pessoa,1998-03-22T00:00:00Z,30.08095238095238,32.4,22.6,5.9,3,1998
João Pessoa,1998-03-29T00:00:00Z,29.633333333333333,32.4,25,9,3,1998
João Pessoa,1998-04-05T00:00:00Z,29.385714285714286,32.5,23.8,8.6,4,1998
João Pessoa,1998-04-12T00:00:00Z,29.376190476190477,32.6,23.2,7.6,4,1998
João Pessoa,1998-04-19T00:00:00Z,29.176190476190477,32.2,23.2,10.6,4,1998
João Pessoa,1998-04-26T00:00:00Z,28.98095238095238,32.2,23.4,2.6,4,1998
João Pessoa,1998-05-03T00:00:00Z,28.877777777777776,32,23.8,21.8,5,1998
João Pessoa,1998-05-10T00:00:00Z,28.466666666666665,31.4,22.8,38.5,5,1998
João Pessoa,1998-05-17T00:00:00Z,27.476190476190474,30.8,22.2,101,5,1998
João Pessoa,1998-05-24T00:00:00Z,27.766666666666666,31.2,22.8,29.2,5,1998
João Pessoa,1998-05-31T00:00:00Z,27.633333333333333,30.8,21.9,13.4,5,1998
João Pessoa,1998-06-07T00:00:00Z,27.18095238095238,30.2,23.4,67.2,6,1998
João Pessoa,1998-06-14T00:00:00Z,26.48095238095238,29.8,21,118,6,1998
João Pessoa,1998-06-21T00:00:00Z,26.857142857142858,30,22.2,30.3,6,1998
João Pessoa,1998-06-28T00:00:00Z,27.10952380952381,30,21.8,5.6,6,1998
João Pessoa,1998-07-05T00:00:00Z,26.404761904761905,29.2,23,135.6,7,1998
João Pessoa,1998-07-12T00:00:00Z,26.433333333333334,29.6,20.8,16.3,7,1998
João Pessoa,1998-07-19T00:00:00Z,26.21904761904762,29.6,20.8,59.8,7,1998
João Pessoa,1998-07-26T00:00:00Z,25.71904761904762,29.4,22,42.2,7,1998
João Pessoa,1998-08-02T00:00:00Z,25.91904761904762,29.3,21.4,34.7,8,1998
João Pessoa,1998-08-09T00:00:00Z,25.571428571428573,28.9,20.8,184.9,8,1998
João Pessoa,1998-08-16T00:00:00Z,25.957142857142856,29,21.4,14.9,8,1998
João Pessoa,1998-08-23T00:00:00Z,25.995238095238097,29.4,20.6,49.2,8,1998
João Pessoa,1998-08-30T00:00:00Z,26.571428571428573,29.8,22.2,18.6,8,1998
João Pessoa,1998-09-06T00:00:00Z,26.952380952380953,29.6,21.4,0.6,9,1998
João Pessoa,1998-09-13T00:00:00Z,27.04285714285714,30.2,20.6,7.199999999999999,9,1998
João Pessoa,1998-09-20T00:00:00Z,27.476190476190474,30.3,20.2,7.4,9,1998
João Pessoa,1998-09-27T00:00:00Z,27.561904761904763,30.2,22,0.1,9,1998
